82041 silly lifecycle static-extend@0.1.2~preinstall: no script for preinstall, continuing
85951 silly build babel-plugin-transform-es2015-arrow-functions@6.22.0
85952 info linkStuff babel-plugin-transform-es2015-arrow-functions@6.22.0
85953 silly linkStuff babel-plugin-transform-es2015-arrow-functions@6.22.0 has /var/www/html/testomizer/node_modules as its parent node_modules
85954 verbose linkBins babel-plugin-transform-es2015-arrow-functions@6.22.0
85955 verbose linkMans babel-plugin-transform-es2015-arrow-functions@6.22.0
85956 silly build babel-plugin-check-es2015-constants@6.22.0
85957 info linkStuff babel-plugin-check-es2015-constants@6.22.0
85958 silly linkStuff babel-plugin-check-es2015-constants@6.22.0 has /var/www/html/testomizer/node_modules as its parent node_modules
85959 verbose linkBins babel-plugin-check-es2015-constants@6.22.0
85960 verbose linkMans babel-plugin-check-es2015-constants@6.22.0
85961 silly build babel-messages@6.23.0
85962 info linkStuff babel-messages@6.23.0
85963 silly linkStuff babel-messages@6.23.0 has /var/www/html/testomizer/node_modules as its parent node_modules
85964 verbose linkBins babel-messages@6.23.0
85965 verbose linkMans babel-messages@6.23.0
85966 silly build regex-cache@0.4.4
85967 info linkStuff regex-cache@0.4.4
85968 silly linkStuff regex-cache@0.4.4 has /var/www/html/testomizer/node_modules as its parent node_modules
85969 verbose linkBins regex-cache@0.4.4
85970 verbose linkMans regex-cache@0.4.4
85971 silly build regex-not@1.0.0
85972 info linkStuff regex-not@1.0.0
85973 silly linkStuff regex-not@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
85974 verbose linkBins regex-not@1.0.0
85975 verbose linkMans regex-not@1.0.0
85976 silly build regjsgen@0.2.0
85977 info linkStuff regjsgen@0.2.0
85978 silly linkStuff regjsgen@0.2.0 has /var/www/html/testomizer/node_modules as its parent node_modules
85979 verbose linkBins regjsgen@0.2.0
85980 verbose linkMans regjsgen@0.2.0
85981 silly build jsesc@0.5.0
85982 info linkStuff jsesc@0.5.0
85983 silly linkStuff jsesc@0.5.0 has /var/www/html/testomizer/node_modules/regjsparser/node_modules as its parent node_modules
85984 verbose linkBins jsesc@0.5.0
85985 verbose link bins [ { jsesc: 'bin/jsesc' },
85985 verbose link bins   '/var/www/html/testomizer/node_modules/regjsparser/node_modules/.bin',
85985 verbose link bins   false ]
85986 verbose linkMans jsesc@0.5.0
85987 silly gentlyRm /var/www/html/testomizer/node_modules/regjsparser/node_modules/.bin/jsesc is being purged
85988 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/regjsparser/node_modules/.bin/jsesc
85989 silly build regjsparser@0.1.5
85990 info linkStuff regjsparser@0.1.5
85991 silly linkStuff regjsparser@0.1.5 has /var/www/html/testomizer/node_modules as its parent node_modules
85992 verbose linkBins regjsparser@0.1.5
85993 verbose link bins [ { regjsparser: 'bin/parser' },
85993 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
85993 verbose link bins   false ]
85994 verbose linkMans regjsparser@0.1.5
85995 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/regjsparser is being purged
85996 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/regjsparser
85997 silly build regexpu-core@2.0.0
85998 info linkStuff regexpu-core@2.0.0
85999 silly linkStuff regexpu-core@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86000 verbose linkBins regexpu-core@2.0.0
86001 verbose linkMans regexpu-core@2.0.0
86002 silly build regexpu-core@1.0.0
86003 info linkStuff regexpu-core@1.0.0
86004 silly linkStuff regexpu-core@1.0.0 has /var/www/html/testomizer/node_modules/css-selector-tokenizer/node_modules as its parent node_modules
86005 verbose linkBins regexpu-core@1.0.0
86006 verbose linkMans regexpu-core@1.0.0
86007 silly build css-selector-tokenizer@0.7.0
86008 info linkStuff css-selector-tokenizer@0.7.0
86009 silly linkStuff css-selector-tokenizer@0.7.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86010 verbose linkBins css-selector-tokenizer@0.7.0
86011 verbose linkMans css-selector-tokenizer@0.7.0
86012 silly build postcss-modules-scope@1.1.0
86013 info linkStuff postcss-modules-scope@1.1.0
86014 silly linkStuff postcss-modules-scope@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86015 verbose linkBins postcss-modules-scope@1.1.0
86016 verbose linkMans postcss-modules-scope@1.1.0
86017 silly build postcss-modules-local-by-default@1.2.0
86018 info linkStuff postcss-modules-local-by-default@1.2.0
86019 silly linkStuff postcss-modules-local-by-default@1.2.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86020 verbose linkBins postcss-modules-local-by-default@1.2.0
86021 verbose linkMans postcss-modules-local-by-default@1.2.0
86022 silly build remove-trailing-separator@1.1.0
86023 info linkStuff remove-trailing-separator@1.1.0
86024 silly linkStuff remove-trailing-separator@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86025 verbose linkBins remove-trailing-separator@1.1.0
86026 verbose linkMans remove-trailing-separator@1.1.0
86027 silly build normalize-path@2.1.1
86028 info linkStuff normalize-path@2.1.1
86029 silly linkStuff normalize-path@2.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86030 verbose linkBins normalize-path@2.1.1
86031 verbose linkMans normalize-path@2.1.1
86032 silly build repeat-element@1.1.2
86033 info linkStuff repeat-element@1.1.2
86034 silly linkStuff repeat-element@1.1.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86035 verbose linkBins repeat-element@1.1.2
86036 verbose linkMans repeat-element@1.1.2
86037 silly build repeat-string@1.6.1
86038 info linkStuff repeat-string@1.6.1
86039 silly linkStuff repeat-string@1.6.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86040 verbose linkBins repeat-string@1.6.1
86041 verbose linkMans repeat-string@1.6.1
86042 silly build fill-range@2.2.3
86043 info linkStuff fill-range@2.2.3
86044 silly linkStuff fill-range@2.2.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86045 verbose linkBins fill-range@2.2.3
86046 verbose linkMans fill-range@2.2.3
86047 silly build expand-range@1.8.2
86048 info linkStuff expand-range@1.8.2
86049 silly linkStuff expand-range@1.8.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86050 verbose linkBins expand-range@1.8.2
86051 verbose linkMans expand-range@1.8.2
86052 silly build braces@1.8.5
86053 info linkStuff braces@1.8.5
86054 silly linkStuff braces@1.8.5 has /var/www/html/testomizer/node_modules as its parent node_modules
86055 verbose linkBins braces@1.8.5
86056 verbose linkMans braces@1.8.5
86057 silly build micromatch@2.3.11
86058 info linkStuff micromatch@2.3.11
86059 silly linkStuff micromatch@2.3.11 has /var/www/html/testomizer/node_modules as its parent node_modules
86060 verbose linkBins micromatch@2.3.11
86061 verbose linkMans micromatch@2.3.11
86062 silly build anymatch@1.3.2
86063 info linkStuff anymatch@1.3.2
86064 silly linkStuff anymatch@1.3.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86065 verbose linkBins anymatch@1.3.2
86066 verbose linkMans anymatch@1.3.2
86067 silly build align-text@0.1.4
86068 info linkStuff align-text@0.1.4
86069 silly linkStuff align-text@0.1.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86070 verbose linkBins align-text@0.1.4
86071 verbose linkMans align-text@0.1.4
86072 silly build center-align@0.1.3
86073 info linkStuff center-align@0.1.3
86074 silly linkStuff center-align@0.1.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86075 verbose linkBins center-align@0.1.3
86076 verbose linkMans center-align@0.1.3
86077 silly build repeating@2.0.1
86078 info linkStuff repeating@2.0.1
86079 silly linkStuff repeating@2.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86080 verbose linkBins repeating@2.0.1
86081 verbose linkMans repeating@2.0.1
86082 silly build indent-string@2.1.0
86083 info linkStuff indent-string@2.1.0
86084 silly linkStuff indent-string@2.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86085 verbose linkBins indent-string@2.1.0
86086 verbose linkMans indent-string@2.1.0
86087 silly build detect-indent@4.0.0
86088 info linkStuff detect-indent@4.0.0
86089 silly linkStuff detect-indent@4.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86090 verbose linkBins detect-indent@4.0.0
86091 verbose linkMans detect-indent@4.0.0
86092 silly build require-directory@2.1.1
86093 info linkStuff require-directory@2.1.1
86094 silly linkStuff require-directory@2.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86095 verbose linkBins require-directory@2.1.1
86096 verbose linkMans require-directory@2.1.1
86097 silly build require-from-string@1.2.1
86098 info linkStuff require-from-string@1.2.1
86099 silly linkStuff require-from-string@1.2.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86100 verbose linkBins require-from-string@1.2.1
86101 verbose linkMans require-from-string@1.2.1
86102 silly build require-main-filename@1.0.1
86103 info linkStuff require-main-filename@1.0.1
86104 silly linkStuff require-main-filename@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86105 verbose linkBins require-main-filename@1.0.1
86106 verbose linkMans require-main-filename@1.0.1
86107 silly build requires-port@1.0.0
86108 info linkStuff requires-port@1.0.0
86109 silly linkStuff requires-port@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86110 verbose linkBins requires-port@1.0.0
86111 verbose linkMans requires-port@1.0.0
86112 silly build url-parse@1.0.5
86113 info linkStuff url-parse@1.0.5
86114 silly linkStuff url-parse@1.0.5 has /var/www/html/testomizer/node_modules/original/node_modules as its parent node_modules
86115 verbose linkBins url-parse@1.0.5
86116 verbose linkMans url-parse@1.0.5
86117 silly build original@1.0.0
86118 info linkStuff original@1.0.0
86119 silly linkStuff original@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86120 verbose linkBins original@1.0.0
86121 verbose linkMans original@1.0.0
86122 silly build eventsource@0.1.6
86123 info linkStuff eventsource@0.1.6
86124 silly linkStuff eventsource@0.1.6 has /var/www/html/testomizer/node_modules as its parent node_modules
86125 verbose linkBins eventsource@0.1.6
86126 verbose linkMans eventsource@0.1.6
86127 silly build http-proxy@1.16.2
86128 info linkStuff http-proxy@1.16.2
86129 silly linkStuff http-proxy@1.16.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86130 verbose linkBins http-proxy@1.16.2
86131 verbose linkMans http-proxy@1.16.2
86132 silly build http-proxy-middleware@0.17.4
86133 info linkStuff http-proxy-middleware@0.17.4
86134 silly linkStuff http-proxy-middleware@0.17.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86135 verbose linkBins http-proxy-middleware@0.17.4
86136 verbose linkMans http-proxy-middleware@0.17.4
86137 silly build resolve-from@3.0.0
86138 info linkStuff resolve-from@3.0.0
86139 silly linkStuff resolve-from@3.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86140 verbose linkBins resolve-from@3.0.0
86141 verbose linkMans resolve-from@3.0.0
86142 silly build resolve-cwd@2.0.0
86143 info linkStuff resolve-cwd@2.0.0
86144 silly linkStuff resolve-cwd@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86145 verbose linkBins resolve-cwd@2.0.0
86146 verbose linkMans resolve-cwd@2.0.0
86147 silly build import-local@1.0.0
86148 info linkStuff import-local@1.0.0
86149 silly linkStuff import-local@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86150 verbose linkBins import-local@1.0.0
86151 verbose link bins [ { 'import-local-fixture': 'fixtures/cli.js' },
86151 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86151 verbose link bins   false ]
86152 verbose linkMans import-local@1.0.0
86153 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/import-local-fixture is being purged
86154 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/import-local-fixture
86155 silly build resolve-url@0.2.1
86156 info linkStuff resolve-url@0.2.1
86157 silly linkStuff resolve-url@0.2.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86158 verbose linkBins resolve-url@0.2.1
86159 verbose linkMans resolve-url@0.2.1
86160 silly build camelcase@1.2.1
86161 info linkStuff camelcase@1.2.1
86162 silly linkStuff camelcase@1.2.1 has /var/www/html/testomizer/node_modules/resolve-url-loader/node_modules as its parent node_modules
86163 verbose linkBins camelcase@1.2.1
86164 verbose linkMans camelcase@1.2.1
86165 silly build source-map@0.1.43
86166 info linkStuff source-map@0.1.43
86167 silly linkStuff source-map@0.1.43 has /var/www/html/testomizer/node_modules/resolve-url-loader/node_modules as its parent node_modules
86168 verbose linkBins source-map@0.1.43
86169 verbose linkMans source-map@0.1.43
86170 silly build rework-visit@1.0.0
86171 info linkStuff rework-visit@1.0.0
86172 silly linkStuff rework-visit@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86173 verbose linkBins rework-visit@1.0.0
86174 verbose linkMans rework-visit@1.0.0
86175 silly build convert-source-map@0.3.5
86176 info linkStuff convert-source-map@0.3.5
86177 silly linkStuff convert-source-map@0.3.5 has /var/www/html/testomizer/node_modules/rework/node_modules as its parent node_modules
86178 verbose linkBins convert-source-map@0.3.5
86179 verbose linkMans convert-source-map@0.3.5
86180 silly build right-align@0.1.3
86181 info linkStuff right-align@0.1.3
86182 silly linkStuff right-align@0.1.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86183 verbose linkBins right-align@0.1.3
86184 verbose linkMans right-align@0.1.3
86185 silly build ripemd160@2.0.1
86186 info linkStuff ripemd160@2.0.1
86187 silly linkStuff ripemd160@2.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86188 verbose linkBins ripemd160@2.0.1
86189 verbose linkMans ripemd160@2.0.1
86190 silly build run-queue@1.0.3
86191 info linkStuff run-queue@1.0.3
86192 silly linkStuff run-queue@1.0.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86193 verbose linkBins run-queue@1.0.3
86194 verbose linkMans run-queue@1.0.3
86195 silly build safe-buffer@5.1.1
86196 info linkStuff safe-buffer@5.1.1
86197 silly linkStuff safe-buffer@5.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86198 verbose linkBins safe-buffer@5.1.1
86199 verbose linkMans safe-buffer@5.1.1
86200 silly build randombytes@2.0.6
86201 info linkStuff randombytes@2.0.6
86202 silly linkStuff randombytes@2.0.6 has /var/www/html/testomizer/node_modules as its parent node_modules
86203 verbose linkBins randombytes@2.0.6
86204 verbose linkMans randombytes@2.0.6
86205 silly build randomfill@1.0.3
86206 info linkStuff randomfill@1.0.3
86207 silly linkStuff randomfill@1.0.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86208 verbose linkBins randomfill@1.0.3
86209 verbose linkMans randomfill@1.0.3
86210 silly build diffie-hellman@5.0.2
86211 info linkStuff diffie-hellman@5.0.2
86212 silly linkStuff diffie-hellman@5.0.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86213 verbose linkBins diffie-hellman@5.0.2
86214 verbose linkMans diffie-hellman@5.0.2
86215 silly build browserify-rsa@4.0.1
86216 info linkStuff browserify-rsa@4.0.1
86217 silly linkStuff browserify-rsa@4.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86218 verbose linkBins browserify-rsa@4.0.1
86219 verbose linkMans browserify-rsa@4.0.1
86220 silly build hash-base@3.0.4
86221 info linkStuff hash-base@3.0.4
86222 silly linkStuff hash-base@3.0.4 has /var/www/html/testomizer/node_modules/md5.js/node_modules as its parent node_modules
86223 verbose linkBins hash-base@3.0.4
86224 verbose linkMans hash-base@3.0.4
86225 silly build md5.js@1.3.4
86226 info linkStuff md5.js@1.3.4
86227 silly linkStuff md5.js@1.3.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86228 verbose linkBins md5.js@1.3.4
86229 verbose linkMans md5.js@1.3.4
86230 silly build evp_bytestokey@1.0.3
86231 info linkStuff evp_bytestokey@1.0.3
86232 silly linkStuff evp_bytestokey@1.0.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86233 verbose linkBins evp_bytestokey@1.0.3
86234 verbose linkMans evp_bytestokey@1.0.3
86235 silly build dns-packet@1.3.1
86236 info linkStuff dns-packet@1.3.1
86237 silly linkStuff dns-packet@1.3.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86238 verbose linkBins dns-packet@1.3.1
86239 verbose linkMans dns-packet@1.3.1
86240 silly build cipher-base@1.0.4
86241 info linkStuff cipher-base@1.0.4
86242 silly linkStuff cipher-base@1.0.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86243 verbose linkBins cipher-base@1.0.4
86244 verbose linkMans cipher-base@1.0.4
86245 silly build browserify-des@1.0.0
86246 info linkStuff browserify-des@1.0.0
86247 silly linkStuff browserify-des@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86248 verbose linkBins browserify-des@1.0.0
86249 verbose linkMans browserify-des@1.0.0
86250 silly build sass-loader@4.1.1
86251 info linkStuff sass-loader@4.1.1
86252 silly linkStuff sass-loader@4.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86253 verbose linkBins sass-loader@4.1.1
86254 verbose linkMans sass-loader@4.1.1
86255 silly build sax@1.2.4
86256 info linkStuff sax@1.2.4
86257 silly linkStuff sax@1.2.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86258 verbose linkBins sax@1.2.4
86259 verbose linkMans sax@1.2.4
86260 silly build schema-utils@0.3.0
86261 info linkStuff schema-utils@0.3.0
86262 silly linkStuff schema-utils@0.3.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86263 verbose linkBins schema-utils@0.3.0
86264 verbose linkMans schema-utils@0.3.0
86265 silly build source-map@0.4.4
86266 info linkStuff source-map@0.4.4
86267 silly linkStuff source-map@0.4.4 has /var/www/html/testomizer/node_modules/scss-tokenizer/node_modules as its parent node_modules
86268 verbose linkBins source-map@0.4.4
86269 verbose linkMans source-map@0.4.4
86270 silly build scss-tokenizer@0.2.3
86271 info linkStuff scss-tokenizer@0.2.3
86272 silly linkStuff scss-tokenizer@0.2.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86273 verbose linkBins scss-tokenizer@0.2.3
86274 verbose linkMans scss-tokenizer@0.2.3
86275 silly build select-hose@2.0.0
86276 info linkStuff select-hose@2.0.0
86277 silly linkStuff select-hose@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86278 verbose linkBins select-hose@2.0.0
86279 verbose linkMans select-hose@2.0.0
86280 silly build selfsigned@1.10.2
86281 info linkStuff selfsigned@1.10.2
86282 silly linkStuff selfsigned@1.10.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86283 verbose linkBins selfsigned@1.10.2
86284 verbose linkMans selfsigned@1.10.2
86285 silly build semver@5.5.0
86286 info linkStuff semver@5.5.0
86287 silly linkStuff semver@5.5.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86288 verbose linkBins semver@5.5.0
86289 verbose link bins [ { semver: './bin/semver' },
86289 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86289 verbose link bins   false ]
86290 verbose linkMans semver@5.5.0
86291 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/semver is being purged
86292 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/semver
86293 silly build mime@1.4.1
86294 info linkStuff mime@1.4.1
86295 silly linkStuff mime@1.4.1 has /var/www/html/testomizer/node_modules/send/node_modules as its parent node_modules
86296 verbose linkBins mime@1.4.1
86297 verbose link bins [ { mime: 'cli.js' },
86297 verbose link bins   '/var/www/html/testomizer/node_modules/send/node_modules/.bin',
86297 verbose link bins   false ]
86298 verbose linkMans mime@1.4.1
86299 silly gentlyRm /var/www/html/testomizer/node_modules/send/node_modules/.bin/mime is being purged
86300 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/send/node_modules/.bin/mime
86301 silly build serialize-javascript@1.4.0
86302 info linkStuff serialize-javascript@1.4.0
86303 silly linkStuff serialize-javascript@1.4.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86304 verbose linkBins serialize-javascript@1.4.0
86305 verbose linkMans serialize-javascript@1.4.0
86306 silly build set-blocking@2.0.0
86307 info linkStuff set-blocking@2.0.0
86308 silly linkStuff set-blocking@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86309 verbose linkBins set-blocking@2.0.0
86310 verbose linkMans set-blocking@2.0.0
86311 silly build set-immediate-shim@1.0.1
86312 info linkStuff set-immediate-shim@1.0.1
86313 silly linkStuff set-immediate-shim@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86314 verbose linkBins set-immediate-shim@1.0.1
86315 verbose linkMans set-immediate-shim@1.0.1
86316 silly build setimmediate@1.0.5
86317 info linkStuff setimmediate@1.0.5
86318 silly linkStuff setimmediate@1.0.5 has /var/www/html/testomizer/node_modules as its parent node_modules
86319 verbose linkBins setimmediate@1.0.5
86320 verbose linkMans setimmediate@1.0.5
86321 silly build setprototypeof@1.1.0
86322 info linkStuff setprototypeof@1.1.0
86323 silly linkStuff setprototypeof@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86324 verbose linkBins setprototypeof@1.1.0
86325 verbose linkMans setprototypeof@1.1.0
86326 silly build sha.js@2.4.10
86327 info linkStuff sha.js@2.4.10
86328 silly linkStuff sha.js@2.4.10 has /var/www/html/testomizer/node_modules as its parent node_modules
86329 verbose linkBins sha.js@2.4.10
86330 verbose link bins [ { 'sha.js': './bin.js' },
86330 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86330 verbose link bins   false ]
86331 verbose linkMans sha.js@2.4.10
86332 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/sha.js is being purged
86333 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/sha.js
86334 silly build create-hash@1.1.3
86335 info linkStuff create-hash@1.1.3
86336 silly linkStuff create-hash@1.1.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86337 verbose linkBins create-hash@1.1.3
86338 verbose linkMans create-hash@1.1.3
86339 silly build create-hmac@1.1.6
86340 info linkStuff create-hmac@1.1.6
86341 silly linkStuff create-hmac@1.1.6 has /var/www/html/testomizer/node_modules as its parent node_modules
86342 verbose linkBins create-hmac@1.1.6
86343 verbose linkMans create-hmac@1.1.6
86344 silly build pbkdf2@3.0.14
86345 info linkStuff pbkdf2@3.0.14
86346 silly linkStuff pbkdf2@3.0.14 has /var/www/html/testomizer/node_modules as its parent node_modules
86347 verbose linkBins pbkdf2@3.0.14
86348 verbose linkMans pbkdf2@3.0.14
86349 silly build browserify-aes@1.1.1
86350 info linkStuff browserify-aes@1.1.1
86351 silly linkStuff browserify-aes@1.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86352 verbose linkBins browserify-aes@1.1.1
86353 verbose linkMans browserify-aes@1.1.1
86354 silly build parse-asn1@5.1.0
86355 info linkStuff parse-asn1@5.1.0
86356 silly linkStuff parse-asn1@5.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86357 verbose linkBins parse-asn1@5.1.0
86358 verbose linkMans parse-asn1@5.1.0
86359 silly build public-encrypt@4.0.0
86360 info linkStuff public-encrypt@4.0.0
86361 silly linkStuff public-encrypt@4.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86362 verbose linkBins public-encrypt@4.0.0
86363 verbose linkMans public-encrypt@4.0.0
86364 silly build browserify-sign@4.0.4
86365 info linkStuff browserify-sign@4.0.4
86366 silly linkStuff browserify-sign@4.0.4 has /var/www/html/testomizer/node_modules as its parent node_modules
86367 verbose linkBins browserify-sign@4.0.4
86368 verbose linkMans browserify-sign@4.0.4
86369 silly build browserify-cipher@1.0.0
86370 info linkStuff browserify-cipher@1.0.0
86371 silly linkStuff browserify-cipher@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86372 verbose linkBins browserify-cipher@1.0.0
86373 verbose linkMans browserify-cipher@1.0.0
86374 silly build crypto-browserify@3.12.0
86375 info linkStuff crypto-browserify@3.12.0
86376 silly linkStuff crypto-browserify@3.12.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86377 verbose linkBins crypto-browserify@3.12.0
86378 verbose linkMans crypto-browserify@3.12.0
86379 silly build shebang-regex@1.0.0
86380 info linkStuff shebang-regex@1.0.0
86381 silly linkStuff shebang-regex@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86382 verbose linkBins shebang-regex@1.0.0
86383 verbose linkMans shebang-regex@1.0.0
86384 silly build shebang-command@1.2.0
86385 info linkStuff shebang-command@1.2.0
86386 silly linkStuff shebang-command@1.2.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86387 verbose linkBins shebang-command@1.2.0
86388 verbose linkMans shebang-command@1.2.0
86389 silly build shellwords@0.1.1
86390 info linkStuff shellwords@0.1.1
86391 silly linkStuff shellwords@0.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86392 verbose linkBins shellwords@0.1.1
86393 verbose linkMans shellwords@0.1.1
86394 silly build sigmund@1.0.1
86395 info linkStuff sigmund@1.0.1
86396 silly linkStuff sigmund@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
86397 verbose linkBins sigmund@1.0.1
86398 verbose linkMans sigmund@1.0.1
86399 silly build editorconfig@0.13.3
86400 info linkStuff editorconfig@0.13.3
86401 silly linkStuff editorconfig@0.13.3 has /var/www/html/testomizer/node_modules as its parent node_modules
86402 verbose linkBins editorconfig@0.13.3
86403 verbose link bins [ { editorconfig: 'bin/editorconfig' },
86403 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86403 verbose link bins   false ]
86404 verbose linkMans editorconfig@0.13.3
86405 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/editorconfig is being purged
86406 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/editorconfig
86407 silly build js-beautify@1.7.5
86408 info linkStuff js-beautify@1.7.5
86409 silly linkStuff js-beautify@1.7.5 has /var/www/html/testomizer/node_modules as its parent node_modules
86410 verbose linkBins js-beautify@1.7.5
86411 verbose link bins [ { 'css-beautify': './js/bin/css-beautify.js',
86411 verbose link bins     'html-beautify': './js/bin/html-beautify.js',
86411 verbose link bins     'js-beautify': './js/bin/js-beautify.js' },
86411 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
86411 verbose link bins   false ]
86412 verbose linkMans js-beautify@1.7.5
86413 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/css-beautify is being purged
86414 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/css-beautify
86415 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/html-beautify is being purged
86416 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/html-beautify
86417 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/js-beautify is being purged
86418 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/js-beautify
86419 silly build signal-exit@3.0.2
86420 info linkStuff signal-exit@3.0.2
86421 silly linkStuff signal-exit@3.0.2 has /var/www/html/testomizer/node_modules as its parent node_modules
86422 verbose linkBins signal-exit@3.0.2
86423 verbose linkMans signal-exit@3.0.2
86424 silly build loud-rejection@1.6.0
86425 info linkStuff loud-rejection@1.6.0
86426 silly linkStuff loud-rejection@1.6.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86427 verbose linkBins loud-rejection@1.6.0
86428 verbose linkMans loud-rejection@1.6.0
86429 silly build slash@1.0.0
86430 info linkStuff slash@1.0.0
86431 silly linkStuff slash@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
86432 verbose linkBins slash@1.0.0
86433 verbose linkMans slash@1.0.0
86434 silly build isobject@3.0.1
86435 info linkStuff isobject@3.0.1
86436 silly linkStuff isobject@3.0.1 has /var/www/html/testomizer/node_modules/snapdragon-node/node_modules as its parent node_modules
86437 verbose linkBins isobject@3.0.1
86438 verbose linkMans isobject@3.0.1
86439 silly build snapdragon-util@3.0.1
